product_id,product_name,category,price,cost
252,Robust transitional array,Beauty,618.02,364.86
253,Ameliorated disintermediate analyzer,Beauty,954.8,735.06
254,Upgradable demand-driven definition,Home,112.97,65.79
255,Phased optimizing portal,Home,80.49,42.13
256,Customizable impactful archive,Books,991.97,423.91
257,Profound full-range structure,Beauty,955.55,692.24
258,Adaptive cohesive pricing structure,Books,879.73,363.31
259,Persistent impactful intranet,Beauty,747.11,409.63
260,Business-focused zero-defect interface,Home,192.52,80.84
261,Function-based executive ability,Beauty,271.04,118.85
262,Right-sized demand-driven task-force,Beauty,593.32,365.03
263,Assimilated tangible system engine,Home,665.56,413.98
264,Intuitive mission-critical intranet,Beauty,294.34,133.78
265,Optimized transitional projection,Beauty,898.9,486.53
266,Cross-group explicit access,Books,950.68,384.51
267,Networked optimal support,Beauty,249.9,132.85
268,Distributed hybrid adapter,Books,103.92,78.47
269,Balanced grid-enabled forecast,Home,696.82,324.87
270,Distributed next generation instruction set,Electronics,734.04,345.6
271,Extended grid-enabled matrix,Electronics,637.66,261.44
272,Grass-roots 5thgeneration open architecture,Clothing,607.84,437.29
273,Profit-focused stable Graphical User Interface,Sports,858.0,609.58
274,Customer-focused leadingedge function,Clothing,491.55,293.37
275,Fundamental exuding frame,Clothing,400.0,284.35
276,Compatible dynamic task-force,Sports,236.7,156.83
277,Progressive needs-based capacity,Books,28.27,21.12
278,Intuitive needs-based projection,Electronics,456.57,230.38
279,Enterprise-wide uniform encryption,Home,725.42,452.01
280,Vision-oriented stable hardware,Electronics,654.82,459.02
281,Mandatory client-server infrastructure,Sports,40.3,28.22
282,Focused logistical database,Electronics,345.7,164.0
283,Fully-configurable national throughput,Electronics,935.19,637.81
284,Centralized human-resource task-force,Clothing,234.6,118.29
285,Cross-platform modular matrices,Sports,649.33,351.56
286,Secured radical migration,Clothing,487.63,390.03
287,Re-contextualized 6thgeneration forecast,Sports,500.78,287.19
288,Virtual demand-driven monitoring,Beauty,210.25,106.81
289,Team-oriented background application,Sports,671.26,469.59
290,Advanced hybrid data-warehouse,Home,796.22,475.77
291,Customer-focused 24hour functionalities,Sports,319.0,244.61
292,Right-sized responsive support,Electronics,709.7,473.89
293,Visionary heuristic algorithm,Electronics,636.27,256.75
294,Persistent zero tolerance initiative,Beauty,718.97,433.99
295,Decentralized eco-centric ability,Sports,438.92,299.74
296,Synchronized empowering migration,Home,674.95,362.01
297,Optimized motivating Local Area Network,Books,414.4,292.34
298,Customizable stable Internet solution,Home,105.98,59.81
299,Right-sized analyzing matrices,Clothing,530.43,412.11
300,Front-line directional open architecture,Home,986.45,419.8
301,Digitized bi-directional approach,Beauty,174.33,107.34
302,Right-sized contextually-based application,Clothing,778.82,547.51
303,Balanced regional benchmark,Beauty,126.8,63.63
304,Customizable even-keeled portal,Clothing,949.38,438.96
305,Up-sized multi-tasking portal,Books,725.03,483.3
306,Devolved bifurcated software,Clothing,143.37,112.09
307,Multi-tiered next generation hardware,Home,137.29,82.72
308,Ameliorated object-oriented migration,Clothing,35.38,16.76
309,Robust even-keeled Local Area Network,Clothing,115.38,56.72
310,Secured content-based pricing structure,Clothing,130.41,102.33
311,Programmable secondary definition,Beauty,553.46,231.07
312,Synchronized human-resource extranet,Beauty,571.28,377.25
313,Object-based real-time access,Home,480.49,269.4
314,Self-enabling intangible productivity,Electronics,801.08,413.86
315,Customizable 24/7 pricing structure,Books,137.52,62.29
316,Optimized 5thgeneration definition,Home,680.23,527.27
317,Focused multi-state superstructure,Home,63.09,37.68
318,Distributed zero-defect task-force,Clothing,858.75,616.1
319,Digitized systemic database,Clothing,287.78,127.16
320,Reactive responsive strategy,Books,765.87,555.74
321,Down-sized contextually-based encoding,Home,610.05,356.35
322,Multi-layered didactic knowledgebase,Electronics,124.86,71.54
323,Intuitive fresh-thinking service-desk,Home,818.6,340.11
324,Proactive client-driven Local Area Network,Beauty,755.97,558.21
325,Team-oriented 5thgeneration groupware,Home,477.48,309.82
326,Seamless clear-thinking system engine,Books,589.37,411.22
327,Sharable foreground algorithm,Clothing,742.19,430.39
328,Streamlined asymmetric moratorium,Beauty,548.32,430.32
329,Self-enabling national intranet,Home,90.61,39.17
330,Distributed 6thgeneration installation,Books,393.42,238.2
331,Seamless impactful hierarchy,Clothing,697.6,458.98
332,Visionary leadingedge methodology,Sports,242.1,104.58
333,Open-architected mobile superstructure,Beauty,856.93,579.51
334,Visionary maximized moratorium,Books,844.36,389.38
335,Profit-focused methodical capability,Home,75.51,34.07
336,Ergonomic 24/7 migration,Electronics,319.28,196.45
337,Self-enabling eco-centric middleware,Books,794.25,511.1
338,Expanded real-time methodology,Books,417.66,275.25
339,De-engineered 24hour analyzer,Sports,930.13,457.62
340,Object-based tertiary interface,Beauty,15.66,11.32
341,Extended clear-thinking process improvement,Beauty,300.98,223.81
342,Managed interactive migration,Home,85.96,36.45
343,Re-contextualized needs-based implementation,Books,90.68,46.24
344,Multi-channeled leadingedge function,Beauty,719.63,483.17
345,Profit-focused zero administration parallelism,Sports,19.97,11.3
346,Virtual zero-defect encryption,Home,115.65,83.5
347,Open-architected maximized productivity,Books,237.79,177.26
348,Ameliorated intermediate synergy,Clothing,377.8,214.72
349,Cloned non-volatile standardization,Home,969.56,738.58
350,User-friendly modular help-desk,Home,206.12,122.08
351,Advanced 24hour data-warehouse,Sports,12.93,8.59
352,Progressive asynchronous workforce,Home,317.93,243.12
353,Up-sized exuding project,Clothing,949.68,401.96
354,Centralized eco-centric database,Clothing,929.83,743.74
355,Realigned needs-based ability,Books,179.81,111.26
356,Cross-group heuristic database,Electronics,195.28,146.45
357,Cloned heuristic ability,Clothing,860.16,400.03
358,Advanced web-enabled hierarchy,Home,413.66,306.6
359,Team-oriented national database,Clothing,321.91,224.59
360,Multi-layered static core,Clothing,898.08,679.47
361,Innovative system-worthy moratorium,Home,174.22,133.3
362,Inverse solution-oriented open architecture,Books,101.63,48.56
363,Implemented zero tolerance contingency,Beauty,396.81,224.05
364,Managed full-range infrastructure,Books,167.17,116.36
365,Cloned even-keeled architecture,Beauty,453.65,341.84
366,User-centric leadingedge model,Beauty,323.79,203.25
367,Innovative didactic website,Electronics,695.69,434.42
368,Organized human-resource algorithm,Home,307.22,159.74
369,Cross-platform zero-defect model,Books,221.7,100.27
370,User-friendly dedicated contingency,Electronics,575.65,386.47
371,Vision-oriented heuristic matrices,Clothing,663.93,448.54
372,Synergistic object-oriented migration,Electronics,183.2,137.06
373,Decentralized tangible info-mediaries,Clothing,365.85,248.58
374,Right-sized heuristic standardization,Beauty,264.61,168.09
375,Synchronized web-enabled emulation,Electronics,918.34,584.52
376,Stand-alone high-level collaboration,Clothing,321.64,250.71
377,Fundamental systematic success,Clothing,645.08,432.43
378,Open-source well-modulated parallelism,Clothing,993.7,601.26
379,Ergonomic web-enabled software,Home,678.99,378.95
380,Optimized actuating firmware,Sports,471.64,362.99
381,Virtual transitional contingency,Home,673.71,277.85
382,Inverse object-oriented paradigm,Books,896.44,683.76
383,Ameliorated empowering support,Sports,489.63,202.51
384,Synergized systematic strategy,Electronics,844.03,369.16
385,Adaptive asymmetric pricing structure,Books,709.75,361.38
386,Front-line object-oriented utilization,Sports,12.43,7.05
387,Intuitive upward-trending workforce,Sports,94.77,73.74
388,Realigned object-oriented migration,Books,612.42,471.35
389,Configurable tertiary synergy,Clothing,777.56,586.95
390,Profound upward-trending frame,Sports,266.63,182.63
391,Front-line transitional contingency,Electronics,374.69,196.51
392,Grass-roots fault-tolerant toolset,Beauty,495.45,278.71
393,Multi-lateral modular structure,Home,175.17,122.58
394,Integrated discrete function,Sports,543.95,392.14
395,Streamlined contextually-based functionalities,Home,988.32,572.97
396,Reverse-engineered heuristic product,Sports,428.07,234.97
397,Compatible cohesive collaboration,Electronics,117.07,59.56
398,Realigned impactful task-force,Sports,723.46,477.83
399,Reduced full-range circuit,Sports,229.2,122.37
400,Reduced well-modulated structure,Clothing,514.2,319.22
401,Face-to-face user-facing success,Books,363.8,199.11
402,Self-enabling motivating complexity,Beauty,55.09,39.56
403,Customer-focused actuating Internet solution,Clothing,23.14,11.79
404,Distributed national implementation,Clothing,140.01,59.43
405,Reactive grid-enabled challenge,Beauty,164.36,99.03
406,Cross-platform systemic analyzer,Beauty,387.08,215.53
407,Balanced tertiary knowledgebase,Home,905.88,400.49
408,Face-to-face global policy,Electronics,771.26,602.45
409,Automated asynchronous customer loyalty,Sports,796.61,468.6
410,Enterprise-wide upward-trending productivity,Clothing,219.29,171.75
411,Multi-channeled maximized adapter,Sports,592.64,410.43
412,Stand-alone well-modulated framework,Beauty,989.44,424.25
413,Horizontal attitude-oriented utilization,Electronics,55.58,43.78
414,Fundamental multimedia circuit,Sports,325.49,232.96
415,Distributed even-keeled system engine,Home,537.01,407.65
416,Expanded 3rdgeneration contingency,Clothing,524.25,253.63
417,Mandatory reciprocal Graphic Interface,Sports,40.09,22.83
418,Profit-focused multi-state open architecture,Books,180.72,101.44
419,Multi-lateral fresh-thinking intranet,Sports,936.19,538.98
420,Expanded radical definition,Books,748.62,410.56
421,Robust mobile flexibility,Sports,637.89,481.96
422,Down-sized scalable initiative,Electronics,645.18,361.08
423,Adaptive needs-based help-desk,Beauty,453.46,255.85
424,Multi-channeled 6thgeneration challenge,Clothing,867.47,459.4
425,Switchable hybrid complexity,Beauty,682.09,377.15
426,Virtual holistic utilization,Home,452.52,343.91
427,Reverse-engineered reciprocal budgetary management,Home,691.29,493.89
428,Future-proofed well-modulated service-desk,Books,130.34,63.41
429,Virtual disintermediate throughput,Sports,773.77,501.41
430,Intuitive didactic utilization,Electronics,155.88,83.97
431,Re-engineered high-level policy,Electronics,863.78,353.22
432,Intuitive incremental portal,Books,613.41,351.74
433,Decentralized maximized complexity,Sports,247.2,192.13
434,Advanced methodical approach,Sports,187.84,147.2
435,Fully-configurable intermediate standardization,Beauty,81.16,59.56
436,Pre-emptive regional open architecture,Beauty,764.19,468.89
437,Profit-focused radical toolset,Sports,71.06,30.27
438,Expanded methodical core,Home,629.67,464.28
439,Networked directional application,Books,720.83,488.28
440,Cross-platform grid-enabled projection,Books,941.0,516.54
441,Enterprise-wide methodical matrices,Sports,287.25,134.97
442,Exclusive maximized forecast,Electronics,332.15,217.07
443,Universal needs-based utilization,Home,573.38,383.32
444,Cross-group bottom-line monitoring,Beauty,990.29,760.11
445,Innovative even-keeled moratorium,Home,688.85,442.96
446,Proactive national paradigm,Books,161.92,105.03
447,Ameliorated heuristic collaboration,Beauty,136.95,85.95
448,Re-engineered bandwidth-monitored moratorium,Sports,742.12,441.73
449,Horizontal explicit application,Books,941.73,610.6
450,Re-contextualized 3rdgeneration approach,Electronics,821.29,576.66
451,Down-sized global workforce,Beauty,902.64,641.47
452,Inverse multi-state knowledgebase,Books,236.05,130.66
453,Profound coherent Graphic Interface,Books,150.13,62.36
454,Persistent dedicated budgetary management,Sports,282.3,141.01
455,Extended 3rdgeneration conglomeration,Sports,437.9,250.03
456,Diverse 4thgeneration emulation,Clothing,932.51,397.48
457,Organized well-modulated encryption,Home,407.43,243.41
458,Self-enabling grid-enabled framework,Beauty,699.58,362.86
459,Balanced zero tolerance hierarchy,Beauty,843.56,427.54
460,Sharable discrete customer loyalty,Home,445.74,231.5
461,Synergized systemic extranet,Sports,661.02,430.39
462,Vision-oriented 24hour website,Sports,194.88,119.2
463,Cross-platform intangible focus group,Home,877.44,586.47
464,Synergized logistical moratorium,Beauty,29.13,21.84
465,Upgradable high-level secured line,Clothing,179.3,119.66
466,Centralized tertiary instruction set,Beauty,235.9,139.12
467,Automated regional success,Beauty,357.63,192.62
468,Focused dedicated methodology,Clothing,599.72,412.1
469,Cloned regional monitoring,Beauty,898.07,564.07
470,Multi-tiered heuristic middleware,Clothing,372.34,282.35
471,Intuitive asynchronous adapter,Clothing,281.89,205.34
472,De-engineered tertiary standardization,Clothing,550.4,316.66
473,User-friendly asymmetric superstructure,Books,729.47,488.51
474,Horizontal impactful Graphic Interface,Beauty,212.42,159.87
475,Fundamental national benchmark,Sports,537.56,234.37
476,Re-contextualized zero administration secured line,Clothing,567.75,295.24
477,Expanded context-sensitive workforce,Books,288.84,209.9
478,Down-sized 3rdgeneration utilization,Beauty,763.74,350.52
479,Object-based asymmetric help-desk,Beauty,697.28,455.67
480,Down-sized systemic functionalities,Home,230.07,179.2
481,Assimilated attitude-oriented policy,Books,348.88,238.23
482,Configurable leadingedge matrices,Sports,591.79,349.18
483,Robust multimedia structure,Home,231.7,96.6
484,Organic non-volatile functionalities,Electronics,21.09,15.47
485,Ameliorated exuding Local Area Network,Beauty,315.7,153.31
486,Sharable tangible alliance,Books,438.52,271.62
487,Advanced impactful contingency,Beauty,124.89,52.51
488,Devolved fresh-thinking analyzer,Books,954.72,652.45
489,Compatible local methodology,Sports,77.25,45.26
490,Managed reciprocal archive,Electronics,952.06,677.72
491,Persistent systemic forecast,Sports,606.08,397.57
492,Quality-focused secondary parallelism,Electronics,774.43,489.15
493,Automated radical conglomeration,Sports,239.58,97.66
494,Exclusive non-volatile toolset,Clothing,709.8,409.58
495,Face-to-face incremental adapter,Beauty,123.49,52.77
496,Total fault-tolerant project,Electronics,828.13,377.72
497,Grass-roots mobile adapter,Sports,887.7,475.75
498,Persistent uniform system engine,Home,507.87,266.66
499,Self-enabling 3rdgeneration instruction set,Clothing,186.45,104.67
500,Optional actuating superstructure,Books,404.56,223.81
